2020-07-17 23:57:48 -04,130,14.1,74,980,35,3.84000,270.00000,0.00000
2020-07-17 23:58:11 -04,131,14.1,73,980,29,0.48000,180.00000,0.00000
2020-07-17 23:58:35 -04,132,14.1,73,980,35,1.44000,135.00000,0.00000
2020-07-17 23:58:59 -04,133,14.1,73,980,29,2.40000,225.00000,0.00000
2020-07-17 23:59:23 -04,134,14.1,73,980,36,1.92000,45.00000,0.00000
2020-07-17 23:59:47 -04,135,14.1,73,980,36,1.92000,225.00000,0.00000
2020-07-18 00:00:11 -04,136,14.1,73,980,36,1.44000,180.00000,0.00000
2020-07-18 00:00:35 -04,137,14.1,73,980,36,0.48000,0.00000,0.00000
2020-07-18 00:01:00 -04,138,14.1,73,980,37,1.44000,45.00000,0.00000
2020-07-18 00:01:24 -04,139,14.1,73,980,29,0.48000,0.00000,0.27940
2020-07-18 00:01:48 -04,140,14.1,73,980,36,1.92000,0.00000,0.27940
2020-07-18 00:02:12 -04,141,14.1,73,980,36,2.40000,90.00000,0.27940
2020-07-18 00:02:40 -04,142,14.1,73,980,36,1.44000,90.00000,0.27940
2020-07-18 00:02:58 -04,143,14.1,73,980,36,1.92000,135.00000,0.27940
2020-07-18 00:03:24 -04,144,14.1,73,980,37,0.96000,180.00000,0.27940
2020-07-18 00:03:48 -04,145,14.1,73,980,36,0.48000,135.00000,0.27940
2020-07-18 00:04:12 -04,146,14.1,73,980,37,2.40000,180.00000,0.27940
2020-07-18 00:04:32 -04,147,14.1,73,980,37,0.96000,0.00000,0.27940
2020-07-18 00:04:56 -04,148,14.1,73,980,36,1.44000,315.00000,0.27940
2020-07-18 00:05:20 -04,149,14.1,73,980,37,2.40000,90.00000,0.27940
2020-07-18 00:05:44 -04,150,14.1,73,980,37,1.44000,315.00000,0.27940
2020-07-18 00:06:08 -04,151,14.1,73,980,37,2.40000,45.00000,0.27940
2020-07-18 00:06:32 -04,152,14.1,73,980,37,1.92000,90.00000,0.27940
2020-07-18 00:06:56 -04,153,14.1,73,980,37,1.92000,135.00000,0.27940
2020-07-18 00:07:20 -04,154,14.1,73,980,37,1.92000,180.00000,0.27940
2020-07-18 00:07:44 -04,155,14.1,73,980,36,1.44000,45.00000,0.27940
2020-07-18 00:08:08 -04,156,14.1,73,980,36,0.48000,180.00000,0.27940
2020-07-18 00:08:32 -04,157,14.0,73,980,36,2.40000,0.00000,0.27940
2020-07-18 00:08:55 -04,158,14.0,73,980,37,1.92000,0.00000,0.27940
2020-07-18 00:09:20 -04,159,14.0,73,980,34,1.92000,315.00000,0.27940
2020-07-18 00:09:43 -04,160,14.1,73,980,37,2.88000,315.00000,0.27940
2020-07-18 00:10:08 -04,161,14.0,73,980,37,1.44000,45.00000,0.27940
2020-07-18 00:10:31 -04,162,14.0,73,980,30,0.48000,135.00000,0.27940
2020-07-18 00:10:55 -04,163,14.0,73,980,37,0.48000,180.00000,0.27940
2020-07-18 00:11:19 -04,164,14.0,73,980,37,1.44000,90.00000,0.27940
2020-07-18 00:11:43 -04,165,14.0,73,980,37,1.44000,315.00000,0.27940
2020-07-18 00:12:07 -04,166,14.0,73,980,37,1.92000,90.00000,0.27940
2020-07-18 00:12:32 -04,167,14.0,73,980,37,2.88000,225.00000,0.27940
2020-07-18 00:12:56 -04,168,14.0,73,980,37,2.88000,180.00000,0.27940
2020-07-18 00:13:20 -04,169,14.0,73,980,37,1.92000,270.00000,0.27940
2020-07-18 00:13:44 -04,170,14.0,73,980,37,0.96000,225.00000,0.27940
2020-07-18 00:14:08 -04,171,14.0,73,980,30,2.40000,180.00000,0.27940
2020-07-18 00:14:32 -04,172,14.0,73,980,37,0.00000,315.00000,0.27940
2020-07-18 00:14:56 -04,173,14.0,73,980,37,2.88000,135.00000,0.27940
2020-07-18 00:15:21 -04,174,14.0,73,980,29,0.48000,135.00000,0.27940
2020-07-18 00:15:45 -04,175,14.1,73,980,37,1.44000,135.00000,0.27940
2020-07-18 00:16:09 -04,176,14.0,73,980,37,1.44000,315.00000,0.27940
2020-07-18 00:16:33 -04,177,14.0,73,980,37,1.44000,90.00000,0.27940
2020-07-18 00:16:57 -04,178,14.0,73,980,37,1.44000,0.00000,0.27940
2020-07-18 00:17:21 -04,179,14.0,73,980,37,0.96000,180.00000,0.27940
2020-07-18 00:17:45 -04,180,14.0,73,980,37,0.48000,90.00000,0.27940
2020-07-18 00:18:09 -04,181,14.0,73,980,37,0.48000,135.00000,0.27940
2020-07-18 00:18:34 -04,182,14.0,73,980,31,1.92000,225.00000,0.27940
2020-07-18 00:18:58 -04,183,14.0,73,980,37,1.92000,315.00000,0.27940
2020-07-18 00:19:22 -04,184,14.0,73,980,37,3.36000,45.00000,0.27940
2020-07-18 00:19:49 -04,185,14.0,73,980,37,0.96000,45.00000,0.27940
2020-07-18 00:20:08 -04,186,14.0,73,980,36,0.96000,315.00000,0.27940
2020-07-18 00:20:31 -04,187,14.0,73,980,29,1.44000,135.00000,0.27940
2020-07-18 00:20:55 -04,188,14.0,73,980,32,0.96000,225.00000,0.27940
2020-07-18 00:21:19 -04,189,14.1,73,980,29,3.36000,180.00000,0.27940
2020-07-18 00:21:44 -04,190,14.1,73,980,38,1.92000,45.00000,0.27940
2020-07-18 00:22:08 -04,191,14.0,73,980,37,1.92000,225.00000,0.27940
2020-07-18 00:22:33 -04,192,14.0,73,980,37,1.92000,90.00000,0.27940
2020-07-18 00:22:56 -04,193,14.0,73,980,37,0.96000,135.00000,0.27940
2020-07-18 00:23:21 -04,194,14.0,74,980,37,1.44000,315.00000,0.27940
2020-07-18 00:23:45 -04,195,14.0,73,980,37,0.96000,90.00000,0.27940
2020-07-18 00:24:09 -04,196,14.0,73,980,30,1.44000,180.00000,0.27940
2020-07-18 00:24:33 -04,197,14.0,73,980,34,1.92000,225.00000,0.27940
2020-07-18 00:24:57 -04,198,14.0,74,980,36,1.92000,90.00000,0.27940
2020-07-18 00:25:21 -04,199,14.0,74,980,36,1.44000,315.00000,0.27940
2020-07-18 00:25:44 -04,200,14.0,74,980,30,1.92000,90.00000,0.27940
2020-07-18 00:26:08 -04,201,14.0,74,980,28,0.96000,180.00000,0.27940
2020-07-18 00:26:32 -04,202,14.0,74,980,28,0.96000,135.00000,0.27940
2020-07-18 00:26:57 -04,203,14.0,74,980,28,1.44000,0.00000,0.27940
2020-07-18 00:27:21 -04,204,14.0,74,980,28,0.48000,45.00000,0.27940
2020-07-18 00:27:45 -04,205,14.0,74,980,29,0.96000,0.00000,0.27940
2020-07-18 00:28:09 -04,206,14.0,74,980,29,1.44000,45.00000,0.27940
2020-07-18 00:28:33 -04,207,14.0,74,980,29,0.96000,180.00000,0.27940
2020-07-18 00:28:57 -04,208,14.0,74,980,30,0.48000,90.00000,0.27940
2020-07-18 00:29:21 -04,209,14.0,74,980,30,0.96000,270.00000,0.27940
2020-07-18 00:29:45 -04,210,14.0,74,980,30,0.48000,135.00000,0.27940
2020-07-18 00:30:09 -04,211,14.0,74,980,30,0.96000,225.00000,0.27940
2020-07-18 00:30:33 -04,212,14.0,74,980,30,0.48000,225.00000,0.27940
2020-07-18 00:30:57 -04,213,14.0,74,980,30,0.96000,135.00000,0.27940
2020-07-18 00:31:21 -04,214,14.0,74,980,30,1.44000,45.00000,0.27940
2020-07-18 00:31:46 -04,215,14.0,74,980,30,0.48000,45.00000,0.27940
2020-07-18 00:32:10 -04,216,14.0,74,980,30,0.48000,0.00000,0.27940
2020-07-18 00:32:34 -04,217,14.0,74,980,30,0.48000,45.00000,0.27940
2020-07-18 00:32:59 -04,218,14.0,74,980,30,1.44000,135.00000,0.27940
2020-07-18 00:33:23 -04,219,14.0,74,980,30,0.48000,315.00000,0.27940
2020-07-18 00:33:45 -04,220,14.0,74,980,30,0.00000,135.00000,0.27940
2020-07-18 00:34:13 -04,221,14.0,74,980,30,1.92000,225.00000,0.27940
2020-07-18 00:34:32 -04,222,14.0,74,980,30,1.44000,180.00000,0.27940
2020-07-18 00:34:59 -04,223,14.0,74,980,29,0.48000,90.00000,0.27940
2020-07-18 00:35:17 -04,224,14.0,74,980,30,1.92000,315.00000,0.27940
2020-07-18 00:35:41 -04,225,14.0,74,980,30,1.92000,0.00000,0.27940
2020-07-18 00:36:05 -04,226,14.0,73,980,30,1.44000,315.00000,0.27940
2020-07-18 00:36:31 -04,227,13.9,74,980,30,0.96000,135.00000,0.27940
2020-07-18 00:36:49 -04,228,13.9,74,980,30,1.92000,180.00000,0.27940
2020-07-18 00:37:36 -04,229,13.9,74,980,30,2.40000,225.00000,0.27940
2020-07-18 00:38:00 -04,230,13.9,74,980,29,0.48000,315.00000,0.27940
